"Ticker","Tot_Asset_M","Creation / Redemption Fee","Median_Mkt_Cap_M","Name","Domicile","Fund_Type","NAV","Expense_Ratio","Tot_Ret_1M","Tot_Ret_3M","Tot_Ret_6M","Tot_Ret_1Y","Tot_Ret_3Y","Mean_Ret_5Y_Ann","Sharpe_3Y","Std_Dev_1Y-M","Avg_Price_Cash_Flow","Back Load","Front End Load","Beta_3Y","Front Load","Avg_Dvd_Yield","History_Length","Ret_Vs_Idx_3Y","Alpha_3Y"
BANALRG IN Equity,94.51,,1627871,BAN NIF ALP LOW VOLAT 30-RG,India,Open-End Fund,10.037,1,-0.29,-1.115,7.655,,,,,,27.544,,,,,0.93,215,,
BANBCRG IN Equity,16541.873,,1018913,BANDHAN BUSINESS CYCLE FD-RG,India,Open-End Fund,9.834,2.06,-1.086,1.007,12.222,,,,,,30.498,,,,,0.96,330,,
BANBHDG IN Equity,187.616,,975845.812,BANDH BSE HEALTHCA IND FD-DG,India,Open-End Fund,10.166,0.21,-2.758,3.57,12.26,,,,,,35.129,,,,,0.532,352,,
BANICDG IN Equity,3758.082,,957495,BANK OF INDIA CONSUMPTION-DG,India,Open-End Fund,11.08,1.29,2.403,5.826,19.397,,,,,,38.047,,,,,1.127,247,,
BANIIDG IN Equity,245.855,,6268798,BANDHAN NIFTY IT INDEX FN-DG,India,Open-End Fund,12.095,0.37,1.364,-3.788,-7.019,-11.846,,,,19.963,19.004,,,,,2.654,726,,
BANLVDD IN Equity,16070.839,,2602874,BAND NIFTY100 LOW VOL 30I-DD,India,Open-End Fund,15.905,0.35,2.487,2.893,11.122,-0.28,,,,14.251,27.396,,,,,1.287,1056,,
BANMCDG IN Equity,270.926,,622372.812,BANDHAN NIF MIDC 150 IN F-DG,India,Open-End Fund,9.605,0.15,-1.692,0.843,14.492,,,,,,29.827,,,,,0.741,341,,
BANMFRG IN Equity,,,,BANDHAN MULTI-FACTOR FD-RG,India,Open-End Fund,9.821,,,,,,,,,,,0,,,,,26,,
BANMIDD IN Equity,1310.537,,1627871,BAND NIF200 MOM 30 IND-DD,India,Open-End Fund,15.41,0.42,-1.486,-1.452,8.392,-17.997,,,,19.889,20.656,0,,,,0.351,1090,,
BANTMRG IN Equity,396.242,,1971737,BANDHAN NIFTY TOT MKT IDX-RG,India,Open-End Fund,9.896,1.05,-1.076,-0.3,11.739,-3.637,,,,15.66,30.044,,,,,1.03,412,,
BAPEODG IN Equity,7449.891,,1168264,BARD BNP PB ENG OPP-DG,India,Open-End Fund,11.162,0.7,-1.571,-1.638,12.205,,,,,,11.683,,,,,2.041,196,,
BAPIFDG IN Equity,9763.465,,832220.125,BARODA BNP PARIB INNOV FN-DG,India,Open-End Fund,12.604,1.06,0.689,5.782,15.179,-1.514,,,,19.172,34.433,,,,,0.482,538,,
BAPN50I IN Equity,12.4,,1125018,BAN-PENS NIF 500 MO Q 50 IN,India,Open-End Pension,9.525,,-1.579,-4.952,8.744,,,,,,44.322,,,,,0.777,223,,
BASCQID IN Equity,6497.6,,188653.406,BAJ ALL LI ULIP SMLC QUA-INR,India,Open-End Fund,11.167,,-3.124,-1.305,10.495,-14.304,,,,23.108,38.836,,,,,1.137,530,,
BAUFLXC IN Equity,28584.699,,3303354,BAJ ALZ ULIP FLEXI CAP FUND,India,Open-End Fund,16.869,,-0.28,-0.342,11.239,-4.907,54.446,,0.832,14.778,24.732,,,0.947,,1.162,1195,3.201,0.108
BAUSEQF IN Equity,2537.3,,1842622,BAJ ALZ SUSTNBL EQY FUND,India,Open-End Fund,15.318,,0.885,0.863,11.888,-1.14,,,,13.407,11.241,,,,,1.086,968,,
BAUSMCF IN Equity,33682.801,,258897.297,BAJ ALZ ULIP SML CAP FUND,India,Open-End Fund,19.284,,-1.306,2.713,15.797,-4.072,,,,19.283,32.975,,,,,0.665,827,,
BAXBIFP IN Equity,4331.865,,12058970,BHARTI-GROW MONEY PLUS,India,Open-End Fund,67.803,,0.019,-0.509,9.365,-3.047,45.103,19.119,0.657,13.368,22.988,,,0.926,,0.958,5735,-0.965,0.048
BAXGMPP IN Equity,67.015,,12058970,BHARTI- GROW MONEY PENS PLUS,India,Open-End Pension,67.636,,-0.171,-0.748,9.072,-3.467,45.985,19.411,0.681,13.436,22.016,,,0.939,,0.944,5727,-0.083,0.062
BAXGOPP IN Equity,140.635,,12058970,BHARTI- GRO OPPS PEN PLUS FD,India,Open-End Pension,79.867,,-1.498,-0.937,11.196,-1.225,53.201,22.62,0.853,14.148,20.976,,,0.941,,0.941,5693,7.132,0.222
BAXUBIF IN Equity,373.278,,12058970,BHARTI-BUILD INDIA FUND,India,Open-End Fund,60.617,,0.007,-0.405,9.484,-2.896,43.135,18.971,0.624,13.336,22.752,,,0.924,,0.971,5672,-2.933,0.019
BAXUBIP IN Equity,42.505,,12058970,BHARTI-BUILD IND PENSION FD,India,Open-End Pension,54.46,,0.023,-0.501,9.454,-2.895,43.127,18.653,0.617,13.438,22.729,,,0.928,,0.937,5700,-2.941,0.01
BAXUGMP IN Equity,225.074,,12058970,BHARTI-GROW MONEY PENSION FD,India,Open-End Pension,56.164,,-0.054,-0.63,9.35,-3.418,44.672,19.212,0.646,13.407,23.058,,,0.939,,0.972,6446,-1.397,0.03
BAXUGOF IN Equity,10208.186,,12058970,BHARTI-GROWTH OPPS PLUS FD,India,Open-End Fund,72.891,,-1.408,-0.902,10.961,-1.087,51.349,21.754,0.826,13.885,20.87,,,0.914,,0.936,5720,5.281,0.21
BAXUGOP IN Equity,53.826,,12058970,BHARTI-GROWTH OPPORT PENSION,India,Open-End Pension,128.475,,-1.472,-1.05,10.654,-1.692,50.681,21.795,0.809,13.836,25.84,,,0.902,,0.684,6099,-3.956,0.05
BAXUGRM IN Equity,2098.205,,12058970,BHARTI-GROW MONEY FUND,India,Open-End Fund,101.535,,0.016,-0.531,9.289,-3.225,46.126,19.429,0.676,13.245,23.05,,,0.941,,0.968,6946,0.058,0.056
BAXUGRO IN Equity,429.844,,12058970,BHARTI-GROWTH OPPORTUNITES,India,Open-End Fund,135.668,,-1.459,-1.088,10.885,-1.903,50.848,22.073,0.8,14.021,22.168,,,0.915,,0.812,6104,-3.789,0.034
BBCYFRG IN Equity,5784.151,,1767390,BARODA BUSINESS CYCLE FUN-RG,India,Open-End Fund,15.399,2.38,-0.541,0.026,10.07,-6.658,56.495,,0.788,16.384,32.809,,,1.016,,0.752,1435,2.903,-0.006
BBFLXRG IN Equity,12912.074,,902099.875,BARODA BNP FLEXI CAP FUND-RG,India,Open-End Fund,15.347,2.17,-1.182,0.337,13.25,-4.068,54.507,,,17.339,64.362,,,,,0.74,1101,-0.13,
BBPDYRG IN Equity,9604.744,,1390051,BARO BNP PARIB DIV YIE-RE GR,India,Open-End Fund,9.365,2.18,-1.147,-0.54,9.456,,,,,,25.904,,,,,1.376,345,,
BBPHWDG IN Equity,6704.198,,1059557,BAR BNP PAR HEA & WEL FN-DG,India,Open-End Fund,9.803,0.43,-3.098,,,,,,,,35.375,0,,,,0.479,57,,
BBVALRG IN Equity,12633.119,,1428670,BAR BNP PAR VALUE FUND - RG,India,Open-End Fund,13.497,2.18,-1.441,-2.496,6.563,-11.14,,,,14.598,48.913,,,,,1.392,807,,
BDMULRG IN Equity,27010.391,,938282.125,BANDHAN MULTICAP FUND-RG,India,Open-End Fund,16.95,1.94,-0.906,0.755,12.729,10.008,63.405,,0.915,22.056,24.203,,,,,0.972,1363,,
BENARRG IN Equity,12005.714,,900188.125,BAR BNP PAR ARBIT FUND-RG,India,Open-End Fund,16.204,1.11,0.429,1.543,3.227,6.488,22.173,5.475,-0.408,0.338,31.177,,,,,0.634,3163,22.173,
BFLCFDG IN Equity,15011.211,,3609525,BAJAJ FINS LAR CAP F-DIR GRW,India,Open-End Fund,9.914,0.59,-0.87,-0.502,10.771,-1.958,,,,,73.615,,,,,0.883,369,,
BFLEXDG IN Equity,52441.238,,985584.625,BAJAJ FIN FLX CAP F-DIRGRW,India,Open-End Fund,14.921,0.48,-0.207,3.11,15.676,3.088,,,,15.61,,,,,,0.758,742,,
BFSFINR IN Equity,10579.781,,1213987,BANDH FNSR DIRECT PLN GROWTH,India,Open-End Fund,14.894,0.6,-2.258,-0.944,14.008,7.92,,,,13.771,149.698,1,,,0,0.666,758,,
BHAEQRG IN Equity,4097.857,,852206.875,BANK OF INDIA LRG & MD CP-RG,India,Open-End Fund,86.37,2.48,-0.346,0.442,13.168,-7.009,54.674,22.23,0.782,17.736,32.78,1,,1.05,0,1.019,6146,3.114,0.021
BHAINFG IN Equity,6080.449,,284146.406,BNK O IN MFG & INFRA FUND-RG,India,Open-End Fund,55.49,2.34,-2.169,2.192,16.331,-6.409,88.999,32.002,1.277,21.321,41.967,1,,0.853,0,0.702,5650,8.999,0.421
BHATARG IN Equity,13972.989,,878613.375,BOI ELSS TAX SAVER-RG,India,Open-End Fund,156.13,2.08,-1.854,-1.786,11.881,-10.665,60.018,24.81,0.836,20.483,32.109,0,,1.026,0,0.826,6025,17.234,0.445
BIASCRG IN Equity,19374.902,,179143,BO INDIA SMALL CAP FUND - RG,India,Open-End Fund,45.33,2.03,-3.982,0.399,14.73,-8.053,71.186,34.63,1.038,23.175,,,,0.805,,0.488,2435,-15.638,0.199
BIBCFRD IN Equity,5656.7,,832220.125,BANK OF INDIA BUSINE CYC-RID,India,Open-End Fund,9.04,2.43,-1.739,-0.221,11.605,,,,,,50.349,,,,,0.847,359,,
BIMULRG IN Equity,8975.562,,768263.375,BNK OF IND MULTI CAP FUND-RG,India,Open-End Fund,17.53,2.28,-0.68,1.8,13.979,-4.521,,,,17.735,35.098,,,,,0.88,905,,
BINMCRD IN Equity,,,,BANK OF INDIA MID CAP FN-RD,India,Open-End Fund,9.91,,,,,,,,,,,,,,,,2,,
BIR100G IN Equity,77310.992,,3241111,ADITYA BIRLA SL FOCUSED-RG,India,Open-End Fund,139.056,1.81,-0.257,-1.081,10.054,-0.194,52.037,20.059,0.797,13.706,37.305,1,,0.908,0,0.961,7244,-2.6,0.043
BIRADVF IN Equity,57355.84,,984385,ABSL LARGE & MID CAP FUND-RG,India,Open-End Fund,891.03,1.9,-0.82,0.728,14.141,-4.118,46.13,19.985,0.611,17.793,23.335,1,,1.007,0,0.65,11142,-5.43,-0.122
BIRDYLP IN Equity,14604.991,,2236295,ADBIR SL DIVIDEND YLD FND-RG,India,Open-End Fund,433.81,2.22,-1.22,-1.29,6.316,-10.324,70.148,24.261,1.049,15.219,25.338,1,,0.986,0,2.163,8217,15.511,0.298
BIRGENG IN Equity,62394.27,,1783836,ADITYA BIRLA SUN LIF CONS-RG,India,Open-End Fund,219.01,1.83,1.648,3.136,13.955,-1.2,53.842,22.259,0.747,16.534,49.125,1,,0.88,0,0.732,7303,-7.112,0.07
BIRIDXG IN Equity,11140.478,,5001495,ADITYA BIRLA NIFTY 50 INDX-R,India,Open-End Fund,250.359,0.47,-0.365,-0.529,10.238,-0.464,43.221,19.095,0.614,13.056,23.599,0,,0.998,0,1.239,8370,-2.441,-0.046
BIRIEAG IN Equity,2292.598,,13285070,ADITYA BIRLA SL INT EQ FND-G,India,Open-End Fund,43.713,2.54,3.802,11.936,15.074,24.443,48.344,13.049,0.526,12.793,22.425,1,,0.919,0,1.499,6495,-31.432,-0.346
BIRINFG IN Equity,11505.507,,830298,ADITYA BIRLA INFRASTRCTR-RG,India,Open-End Fund,93.49,2.27,-1.652,1.223,17.053,-6.163,88.907,33.222,1.29,22.034,33.798,1,,0.876,0,0.616,7093,8.907,0.428
BIRLT1G IN Equity,50114.582,,207964.5,ADITYA BIRLA S&MCAP F-RG,India,Open-End Fund,83.592,1.9,-3.676,0.904,16.64,-6.849,60.889,29.127,0.82,22.274,,1,,0.893,0,0.575,6663,-19.718,-0.189
BIRMIDG IN Equity,61058.934,,530834.125,ADITYA BIRLA MIDCAP F-RG,India,Open-End Fund,777.42,1.88,-1.531,1.907,15.983,-2.251,65.352,27.846,0.922,18.548,56.17,1,,0.878,0,0.593,8351,-20.423,-0.15
BIRPRVG IN Equity,60991.027,,984385,ADITYA BIRLA SUN LIF VALU-RG,India,Open-End Fund,119.88,1.87,-2.667,-2.165,9.283,-10.464,67.147,26.44,0.949,19.121,66.261,1,,1.104,0,1.038,6358,12.51,0.135
BJARBRG IN Equity,9061.793,,1352877,BAJAJ FINSE ARBITR F-REGGROW,India,Open-End Fund,11.322,1.03,0.426,1.452,3.04,6.23,,,,0.309,31.036,,,,,1.135,709,,
BJMCFRG IN Equity,8403.723,,599559.312,BAJAJ FINSERV MULT CAP FN-RG,India,Open-End Fund,10.954,2.24,-2.924,-1.057,,,,,,,44.453,,,,,0.932,177,,
BN100DG IN Equity,1907.599,,3934228,BANDHAN NIFT 100 IND F-DG,India,Open-End Fund,15.082,0.1,-0.313,-0.431,10.902,-1.941,45.245,,0.643,14.198,26.165,,,0.997,,1.186,1280,-0.823,-0.013
BN25ERG IN Equity,6984.595,,1270946,BNP PAR FOCUSED 25 EQUITY-RG,India,Open-End Fund,21.364,2.28,-3,-1.29,11.935,-8.133,43.627,19.318,0.631,19.251,78.669,1,,1.033,0,0.866,2878,-11.01,-0.176
BNBIFDG IN Equity,197.739,,7352649,BANDHAN NIFTY BNK I-DIR GROW,India,Open-End Fund,10.68,0.2,-3.48,-1.471,12.753,,,,,,5.251,,,,,0.775,364,,
BNLUFCF IN Equity,416.4,,1369313,BANDHAN LIFE ULIP FLX CAP FN,India,Open-End Fund,11.083,,-0.8,0.884,10.826,,,,,,14.403,,,,,0.8,191,,
BNM50DG IN Equity,253.153,,985837.812,BAND NIF500 MOM 50 IND-DG,India,Open-End Fund,8.582,0.36,-2.56,-2.348,8.957,,,,,,23.875,,,,,0.323,301,,
BNP30DG IN Equity,249.032,,1627871,BARO BNP PAR N200 MOM 30I-DG,India,Open-End Fund,8.01,0.47,-1.48,-1.59,8.123,,,,,,20.738,,,,,0.351,315,,
BNPCFRG IN Equity,14728.891,,1499748,BAR BNP PAR IND CONS FUND-RG,India,Open-End Fund,32.063,2.09,3.247,3.668,11.152,-4.269,56.407,21.223,0.745,16.705,31.421,,,0.886,0,0.948,2543,-4.548,0.069
BNPMGRG IN Equity,12428.815,,1060169,BARODA BNP PRAB MAN FU-REGRO,India,Open-End Fund,9.616,2.16,-0.683,1.317,15.096,-3.93,,,,17.644,30.199,,,,,0.818,420,,
BNPSCRG IN Equity,12862.484,,179508.406,BARODA BNP PARIB S/C-REG GRW,India,Open-End Fund,12.754,2.15,-2.582,-0.333,13.348,-8.455,,,,22.086,38.712,,,,,0.732,665,,
BNSCIRD IN Equity,572.884,,199408.5,BANDH NIF S/C 250 IN-REGIDCW,India,Open-End Fund,11.995,0.89,-3.609,0.771,15.334,-8.167,,,,23.607,69.201,,,,,0.653,610,,
BOBGROG IN Equity,29531.303,,670118.375,BAR BNP PAR MUL CAP FUN-RG,India,Open-End Fund,283.945,1.98,0.155,2.612,11.427,-2.291,68.757,26.009,1.036,17.177,182.509,1,,0.896,0,0.559,8017,3.838,0.16
BOIBCRG IN Equity,2024.413,,2563570,BANK OF INDIA LARG CAP FD-RG,India,Open-End Fund,15.71,2.44,-0.38,0.191,13.348,-5.815,49.193,,0.659,17.348,40.446,,,0.909,,1.05,1517,-10.504,-0.08
BOIEXGR IN Equity,502.066,,3963988,TAURUS LARGE CAP DIRECT-IDCW,India,Open-End Fund,154.87,2.59,-1.048,-0.148,10.385,-4.601,43.12,18.705,0.66,13.991,29.049,1,,1.006,0,1.621,9134,-6.397,-0.009
BOIMCRG IN Equity,21554.523,,787467.812,BO INDIA FLEXI CAP FUND-R G,India,Open-End Fund,33.77,1.99,-1.373,0.357,14.126,-7.682,74.162,28.214,0.986,21.495,30.503,,,1.135,,0.818,1883,19.525,0.208
BPBFSRG IN Equity,2965.265,,3934228,BAR BNP PAR B & FS SER FUND,India,Open-End Fund,47.007,2.41,-2.351,-1.022,13.653,10.481,56.472,22.694,0.927,13.533,,1,,0.943,0,0.695,4811,3.865,0.135
BPN50DG IN Equity,627.402,,5159110,BARDA BNP PAR NI50 IND-DI GR,India,Open-End Fund,11.583,0.16,-0.335,-0.51,10.326,-0.294,,,,13.036,23.683,,,,,1.234,575,,
BRBPNDG IN Equity,94.466,,622372.812,BARODA BNP PAR NFT MC150-DG,India,Open-End Fund,10.188,0.39,-1.675,0.783,14.809,,,,,,29.875,0,,,,0.742,294,,
BSENARG IN Equity,223103.203,,1060169,ADITYA BIRLA SL ARBITRAGE-RG,India,Open-End Fund,26.802,1.03,0.432,1.549,3.357,6.785,22.479,5.602,-0.13,0.346,40.941,0.5,,0.528,0,0.785,5875,-1.558,0.25
BSEV5IF IN Equity,,,,BSE 500 VALUE 50 INDEX FUND,India,Open-End Fund,9.824,,,,,,,,,,,,,,,,16,,
BSLBFRG IN Equity,34965.191,,,ADITYA BIRLA SL B&F SVCS-RG,India,Open-End Fund,59.17,1.97,-2.825,-1.35,14.008,5.06,51.757,24.166,0.859,13.574,,1,,0.955,0,,4270,-0.85,0.087
BSLUCNI IN Equity,2172.3,,5705038,BIRLA S/L ULIP CAPPED NIFTY,India,Open-End Fund,31.512,,-0.104,-0.738,9.322,-2.168,42.79,18.901,0.593,13.35,1.326,0,,,0,38.677,3634,,
BSLUGMF IN Equity,,,,BIRLA S/L-GP GROWTH MAXIMISE,India,Open-End Fund,10,,0,0,0,0,0,0,,0,,,,,,,5633,,
BSLUI20 IN Equity,21301,,5705038,BIRLA S/L ULIP INDVD SUPER20,India,Open-End Fund,65.827,,-0.032,-0.639,8.878,0.597,41.201,17.323,0.595,12.508,1.734,,,,,32.56,5896,,
BSLUIMG IN Equity,12730.6,,5705038,BIRLA S/L ULIP INDVD MAGNIFI,India,Open-End Fund,123.389,,-0.606,-0.557,9.726,-2.793,40.362,17.43,0.604,12.802,0.672,,,,,78.989,7685,,
BSLUIMU IN Equity,45960.801,,571901.875,BIRLA S/L ULIP INDVD MULTIPL,India,Open-End Fund,93.08,,-1.089,0.209,13.884,-6.941,62.141,25.767,0.865,20.337,,,,,,52.635,6511,,
BSLUIMX IN Equity,30361.1,,5705038,BIRLA S/L ULIP INDVD MAXIMIS,India,Open-End Fund,66.608,,-0.983,-1.054,9.542,-3.613,43.075,18.831,0.622,13.949,0.883,,,,,55.065,6652,,
BSLUIP4 IN Equity,1.7,,,BIRLA S/L ULIP-PLATINUM +-4,India,Open-End Fund,10,,0,0,0,0,0,0,,0,,,,,,,5825,,
BSLUMXG IN Equity,79.7,,5705038,BIRLA S/L-MAXIMISER GUARANTE,India,Open-End Fund,39.276,,-1.039,-1.376,8.967,-3.794,40.561,17.912,0.572,13.833,0.81,,,,,53.976,4256,,
BSLUPEQ IN Equity,29346.6,,,BIRLA S/L-INDIV PURE EQUITY,India,Open-End Fund,68.153,,-1.241,-0.982,9.597,-16.151,41.671,19.431,0.504,19.439,,,,,,,4919,,
BSLUVLM IN Equity,6537.2,,,BIRLA S/L-IDV VALUE & MOMENT,India,Open-End Fund,47.874,,-1.648,-1.991,8.844,-7.802,54.72,21.644,0.803,16.456,,,,,,,4919,,
BSMANRG IN Equity,10624.965,,514426.687,ADBIR SL MAUNFACTURING EQ-RG,India,Open-End Fund,31.51,2.29,-1.099,1.123,13.101,-6.108,61.012,20.393,0.82,19.409,32.211,1,,0.937,0,0.659,3858,-15.815,-0.134
BTR01DG IN Equity,1333.076,,,BANN US TB 0-1Y-DRT PLN GRT,India,Open-End Fund,11.901,0.12,1.759,3.437,2.887,9.091,,,,3.775,,,,,,,882,,
BUOYOPP IN Equity,56500.375,,,BUOYANT CAPITAL OPPINR,India,Open-End Fund,62.394,0.05,-1.682,7.985,10.41,10.748,91.819,38.022,1.537,15.011,,0,,0.838,0,,3356,35.958,0.812
CAFORRG IN Equity,19115.936,,1288051,CANARA ROBECO F.O.R.C.E.-RG,India,Open-End Fund,110.54,2.07,0.109,2.229,13.165,-1.672,57.129,23.188,0.885,15.565,,1,,0.917,0,0.786,5825,7.612,0.257
CANDIVG IN Equity,133893.547,,2800376,CANARA ROBECO FLEXI CAP-RG,India,Open-End Fund,341.46,1.68,0.483,2.627,14.688,1.534,53.486,20.59,0.798,14.978,31.9,1,,0.914,0,0.815,8014,2.506,0.098
CANELEF IN Equity,16547,,927439.125,CANARA EMRGNG LEADERS EQ FND,India,Open-End Fund,31.25,,-1.462,0.556,16.177,-1.828,83.118,32.069,1.158,20.832,18.981,,,0.971,,0.305,2739,-11.937,-0.106
CANEQG IN Equity,255506.078,,859666.312,CAN RBC LRG MD CP FD-REG GRO,India,Open-End Fund,256.55,1.6,-0.257,1.556,14.526,0.305,58.003,23.4,0.833,17.174,29.034,1,,0.945,0,0.526,7470,-7.974,-0.113
CANHMMG IN Equity,834,,,CANARA HSBC OBC MDCP MOM GRI,India,Open-End Fund,10.385,,-1.44,0.588,14.652,-7.414,,,,22.653,,,,,,,478,,
CANHOIM IN Equity,4807,,,CANARA HSBC OBC IN MFG FND,India,Open-End Fund,10.196,,0.892,1.381,15.731,,,,,,,,,,,,278,,
CANINFG IN Equity,9170.627,,1270946,CANARA ROBECO INFRA-RG,India,Open-End Fund,157.82,2.27,-1.264,0.561,17.539,-3.95,89.255,34.209,1.241,21.629,59.344,1,,1.115,0,1.006,7202,39.738,0.709
CANLCAD IN Equity,9837,,,CANARA HSBC LARGE CAP AD,India,Open-End Fund,20.345,,-0.318,-0.535,9.517,-0.719,39.294,,0.548,12.454,,,,,,,1776,,
CANPEPN IN Equity,88698.555,,2319343,CANRA RBCO ELSS TAX SAVER-RD,India,Open-End Fund,48.94,1.69,-0.407,0.225,12.255,-1.608,49.409,21.43,0.751,15.209,42.02,0,,0.917,0,0.908,11661,-4.183,0.01
CANRLCG IN Equity,164069.234,,3983147,CANARA ROBE LARGE CAP FD-GIA,India,Open-End Fund,62.57,1.64,-0.461,-0.16,10.489,0.952,52.424,19.545,0.855,13.184,31.301,1,,0.905,0,0.931,5483,2.907,0.159
CANSCRG IN Equity,129820.328,,219311.5,CANARA ROBECO SMALL CAP-RG,India,Open-End Fund,38.01,1.67,-3.356,0.876,13.564,-7.428,54.136,32.967,0.803,20.128,192.753,0,,0.763,0,0.716,2381,-30.9,-0.105
CANUEQ2 IN Equity,34926,,12058970,CANARA HSBC ULIP EQUITY II,India,Open-End Fund,41.335,,-0.69,-0.667,10.166,-0.859,40.719,18.313,0.581,13.367,23.117,,,0.96,,1.182,5714,-2.066,0.038
CANUEQT IN Equity,6669,,7321312,CANARA HSBC ULIP EQUITY,India,Open-End Fund,52.975,,-0.703,-0.534,11.361,-2.099,43.219,18.793,0.61,14.309,23.645,,,0.986,,1.059,6281,0.434,0.061
CANUMCE IN Equity,51281,,12058970,CANARA HSBC ULIP IN-MC-EQF,India,Open-End Fund,29.76,,-0.594,-0.366,11.133,-2.041,49.106,20.494,0.734,14.856,23.142,,,0.972,,1.154,3215,1.635,0.069
CAROVRG IN Equity,13077.594,,2236295,CANARA ROBECO VALUE FUND-RG,India,Open-End Fund,17.92,2.12,-2.076,-0.94,10.686,-3.914,63.803,,1.072,15.651,111.86,,,0.929,0,1.055,1450,10.091,0.297
CHMIDFG IN Equity,119244.008,,710933.312,HSBC MIDCAP FUND-RG,India,Open-End Fund,387.833,1.71,0.659,5.032,18.774,-0.937,87.413,26.913,1.118,24.18,57.745,1,,0.98,0,0.428,7687,7.173,0.082
CHOINFG IN Equity,22933.887,,1352877,HSBC INFRASTRUCTURE FUND-RG,India,Open-End Fund,45.32,2.05,-2.771,-3.045,12.121,-11.164,81.425,32.032,1.125,23.085,217.691,1,,0.925,0,0.791,6531,1.425,0.279
CPMFCDG IN Equity,,,,CAPITALMIND FLEXI CAP FUN-DG,India,Open-End Fund,9.867,,,,,,,,,,,,,,,,21,,
CRFOCRG IN Equity,27202.467,,2800376,CANRA RBCO FOCSD FND-REG GRO,India,Open-End Fund,20.07,1.93,0.956,3.135,14.948,4.859,63.57,,1.015,15.569,36.304,,,0.88,,0.584,1562,9.978,0.284
CRMIDRG IN Equity,31326.557,,650447.687,CANA ROBE MID CAP FUND - RG,India,Open-End Fund,17.29,1.92,0.699,5.427,20.488,1.467,,,,19.64,30.519,,,,,0.636,994,,
CRMLTRG IN Equity,45476.234,,832220.125,CANARA ROBECO MULTI CAP F-RG,India,Open-End Fund,14.41,1.83,-0.826,2.416,14.638,,,,,,32.352,1,,,,0.783,334,,
DBARBRG IN Equity,61677.648,,1229337,DSP ARBITRAGE-RG,India,Open-End Fund,15.073,0.99,0.44,1.522,3.183,6.636,22.326,5.469,-0.274,0.315,63.047,,,0.504,0,0.976,2767,-1.711,0.26
DEALPHA IN Equity,6041.885,,3934228,PGIM INDIA LARGE CAP-RG,India,Open-End Fund,339.56,2.37,0.518,1.093,11.767,-0.85,41.643,16.795,0.567,14.847,25.919,1,,0.918,0,0.816,8241,-4.425,-0.018
DGINVRG IN Equity,10727.551,,24928420,DSP GLOBAL INNOVATION FOF-RG,India,Open-End Fund,17.083,2.04,3.202,12.72,7.962,23.77,87.937,,0.994,15.788,22.52,0,,,0,0.653,1285,,
DHFLLCE IN Equity,1679.5,,12058970,PRAMERICA ULIP LRGE CAP EQTY,India,Open-End Fund,59.814,,-0.708,-1.575,8.325,-3.039,38.695,17.679,0.527,12.708,22.47,,,0.954,,1.069,6209,-8.106,-0.111
DHFLMUL IN Equity,306.6,,12058970,PRAMERICA ULIP MULTI CAP OPP,India,Open-End Fund,22.06,,-1.147,-2.673,6.355,-10.221,36.345,16.547,0.441,14.478,19.896,,,,,0.775,2513,,
DHFLPDE IN Equity,56.5,,12058970,PRAMERICA ULIP PENSI DYN EQ,India,Open-End Pension,72.378,,-0.412,-0.814,8.449,-1.996,41.285,17.868,0.6,12.443,23.468,,,,,1.108,6043,,
DHTAXRG IN Equity,7790.8,,2284538,PGIM INDIA ELSS TAX SAVER-RG,India,Open-End Fund,34.76,2.24,-0.884,0.9,11.375,1.017,45.867,21.353,0.689,14.32,33.742,0,,0.841,0,0.606,3544,-8.77,0.013
DHV1 IN Equity,10212.34,,424943.312,LIC MF FLEXI CAP-RG,India,Open-End Fund,97.838,2.29,0.576,4.711,13.698,-5.506,48.209,17.535,0.643,18.118,,1,,0.987,0,0.821,11807,5.653,0.142
DNTEWRG IN Equity,15414.351,,6268798,DSP NIF TOP 10 EQU WEI IN-RG,India,Open-End Fund,9.652,0.95,-1.699,-4.184,5.331,,,,,,20.887,,,,,1.405,355,,
DSCQIDD IN Equity,2764.334,,184877.297,DSP NIFTY SC250 QL50 IN-DID,India,Open-End Fund,11.67,0.15,-2.998,-0.632,12.91,-11.931,,,,23.612,34.048,,,,,1.245,609,,
DSMUCRG IN Equity,24302.76,,516130.312,DSP MULTICAP FUND-REG GROWTH,India,Open-End Fund,12.088,1.96,-0.132,2.545,15.377,-3.427,,,,17.328,27.426,,,,,0.996,574,,
DSNITRD IN Equity,83.629,,6268798,DSP NIFTY IT INDEX FUND-RD,India,Open-End Fund,9.279,1,1.302,,,,,,,,19.004,,,,,2.654,65,,
DSP50RG IN Equity,21984.771,,2800376,DSP N50 EQUAL WEIGHT IF-RG,India,Open-End Fund,25.11,0.92,0.824,0.564,11.157,-2.306,56.046,24.134,0.792,14.857,26.171,0,,0.997,0,1.392,2865,-4.781,-0.082
DSPB25G IN Equity,25953.523,,1026677,DSP FOCUSED FUND-RG,India,Open-End Fund,53.151,2.01,-2.611,-2.554,9.115,-2.249,58.433,20.211,0.95,14.073,59.861,1,,0.894,0,0.935,5552,3.796,0.254
DSPBCRG IN Equity,11340.946,,1078097,DSP BUSINESS CYCLE FUND-RG,India,Open-End Fund,9.894,2.15,-0.882,1.176,11.081,,,,,,24.344,,,,,1.007,252,,
